species	Merian	nb_fusion	nb_fission	size	chrom_size	tot_bp_A	tot_bp_B	avg_PC1	avg_insulation	avg_TAD_length	avg_ratio_inter_intra	avg_S	avg_slope_loglog_all	avg_slope_loglog_0_10	avg_R1_interchrom	avg_R1_interchrom_norRNA	strength
X3506	M25	8	7	8179168	18221605	7080000	640000	0.538468	-0.084174	253433	1.28233	2.62432	-0.307495	-0.307495	9.04648e-4	9.00661e-4	1.974324863
X3531	M25	6	5	8831374	72478779	6440000	1600000	0.191524	-0.058121	268750	0.596257	2.60247	-0.78906	-0.78906	0.00133147	0.0013487	2.10258222
X3737	M25	6	4	8635870	46561267	6600000	640000	0.612242	-0.123446	266600	1.57795	2.3689	-0.352123	-0.352123	0.00148434	0.00148644	2.114430238
C0001	M26	0	0	10062330	21380054	2680000	6520000	-0.29099	0.0151655	359200	7.07945	2.55027	-0.492162	-0.492162	0.00107957	0.0010684	3.05938159
C0055	M26	0	1	10236597	11310860	3680000	5920000	-0.144677	0.0885135	292636	5.11324	2.4182	-0.224922	-0.236771	0.00154961	0.00154553	4.158626376
C0080	M26	2	2	10100405	100512774	6840000	2840000	0.471422	0.0037609	368962	0.909734	2.53269	-0.481919	-0.485869	4.94591e-4	4.97974e-4	3.89577682
C0100	M26	0	2	10179393	11742304	4160000	5560000	-0.00536181	0.0747469	331655	20.3682	2.34344	-0.232613	-0.241187	2.74785e-4	2.73726e-4	3.686277954
Eaethiops	M26	0	0	10547932	20667130	2400000	6600000	-0.283979	0.0315079	310188	19.3345	2.86948	-0.463986	-0.472558	8.61386e-4	8.54037e-4	2.725280962
Ealbergana	M26	0	0	9864818	20161396	3760000	5040000	0.0731541	-0.00145742	611000	1.43836	3.47458	-0.859046	-0.859046	0.00155301	0.0015533	3.480326197
Ebubastis	M26	0	0	10252098	21862782	1840000	7640000	-0.328883	0.111523	290382	12.6238	2.22543	-0.502804	-0.507295	2.63977e-4	2.65556e-4	2.266746506
Echristi	M26	0	0	11829327	24329225	1240000	9200000	-0.441402	0.0743922	364419	11.8535	2.56547	-0.545253	-0.588395	3.6583e-4	3.65e-4	1.956916719
Edisa	M26	0	0	11331244	24500556	9160000	1400000	0.425325	0.114965	316829	11.0327	2.16671	-0.362378	-0.41719	6.84051e-4	6.87222e-4	2.627042581
Eembla	M26	0	0	10850626	23322950	1160000	9040000	-0.416606	0.156885	349467	11.0278	2.10193	-0.425214	-0.453901	0.0014811	0.00147498	2.479834804
Eepiphron	M26	1	0	10463639	44526442	40000	9560000	-0.645638	-0.0123922	318742	5.94341	2.116	-0.605166	-0.624512	0.00127266	0.00126159	1.127283858
Eeriphyle	M26	0	0	9755926	20721460	3400000	6040000	-0.0767989	0.149382	306117	6.86183	2.23291	-0.339675	-0.339675	7.428e-4	7.44518e-4	3.709956141
Eflavofasciata	M26	0	0	11011171	23425150	2600000	7840000	-0.354046	0.115891	350387	5.2024	2.48499	-0.534163	-0.561978	6.45038e-4	6.46676e-4	2.851870756
Egorge	M26	0	0	9441445	20198989	5520000	3600000	0.239096	0.0725911	328179	11.3073	2.33863	-0.401539	-0.401539	7.07309e-4	7.12825e-4	3.344808859
Eligea	M26	0	0	11205022	21957822	7680000	2200000	0.338795	0.0629084	357879	0.467842	2.63545	-0.607755	-0.632558	0.00223908	0.00223451	3.023129448
Emanto	M26	0	0	10285386	21889959	2120000	7600000	-0.400418	0.0751341	307200	16.2553	2.5211	-0.524964	-0.528345	3.23e-4	3.24091e-4	2.976982949
Emedusa	M26	1	0	10573455	67860627	1320000	8520000	-0.414243	-0.0988341	312812	4.51338	2.41604	-0.563266	-0.573662	3.05045e-4	2.95051e-4	0.964688609
Emelampus	M26	0	0	9101390	20474587	1840000	6634587	-0.414498	0.175069	298036	11.6098	2.37551	-0.388316	-0.388316	4.5362e-4	4.65243e-4	2.882556919
Emelancholica	M26	1	0	10024589	20909187	2480000	7160000	-0.354358	0.0927376	339857	16.0183	2.29768	-0.451235	-0.451235	7.53649e-4	7.54063e-4	2.404795618
Emeolans	M26	0	0	11217436	22430873	1200000	7760000	-0.416548	0.20318	390286	12.4509	2.16752	-0.720399	-0.788563	3.60988e-4	3.59859e-4	2.228991344
Emnestra	M26	0	0	10198901	20342883	1920000	6640000	-0.461122	0.13343	358444	12.4143	2.23372	-0.369474	-0.377799	3.95159e-4	3.97269e-4	2.945780189
Emontana	M26	1	0	11274542	23398372	2080000	8520000	-0.297258	0.0990869	337207	13.3401	2.30438	-0.395952	-0.433525	2.11459e-4	2.11667e-4	2.515567778
Epalarica	M26	0	0	7927261	19361803	960000	6320000	-0.418306	0.0746047	298083	7.24962	2.66049	-0.997011	-0.997011	9.71984e-4	9.69e-4	2.20668959
Epharte	M26	1	0	12664807	26487810	1000000	7200000	-0.502785	0.0376654	550714	1.81333	2.85757	-0.733848	-0.786757	0.00245724	0.0024408	2.828402486
Epronoe	M26	1	0	9782948	20506088	920000	6440000	-0.559859	0.0559959	604733	2.54832	2.9557	-0.602962	-0.602962	0.00266362	0.00265712	3.119986647
Erondoui	M26	2	2	11207687	23324128	7800000	2800000	0.281578	0.102013	321848	12.596	2.19845	-0.327969	-0.368271	6.61483e-4	6.55451e-4	2.741706731
Estirius	M26	1	0	10882181	22775762	2400000	8000000	-0.370651	0.0788723	350621	6.35733	2.33593	-0.457637	-0.495381	5.20098e-4	5.18231e-4	2.724709015
Esudetica	M26	0	0	9408681	20597775	2360000	6240000	-0.408457	0.174722	337000	16.3558	2.43443	-0.582745	-0.582745	3.61222e-4	3.5716e-4	3.670512216
Etriaria	M26	1	0	10644615	21132875	2560000	6640000	-0.335941	0.0578507	353042	15.7317	2.38292	-0.912092	-0.925834	8.00603e-4	7.77836e-4	3.172940517
Mcinxia	M26	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M26	0	0	8042275	16206753	NA	NA	NA	NA	282962	22.3375	2.17778	-0.230156	-0.230156	3.8e-4	3.801e-4	2.429236228
X2575	M26	0	0	11651185	23520168	4560000	6160000	0.0475584	0.0725314	359031	1.98165	2.47645	-0.417159	-0.456201	0.00167512	0.00168066	2.904962746
X2576	M26	0	0	11917740	24995221	8360000	2520000	0.319879	0.092052	365226	2.00544	2.45808	-0.333608	-0.401514	0.00191762	0.00192604	2.613334492
X3252	M26	0	0	11519544	23741536	2240000	7480000	-0.399299	0.0890248	378966	5.25246	2.57124	-0.467984	-0.482736	0.00132495	0.00134425	2.689291357
X3258	M26	2	2	10519524	53625971	5280000	4560000	0.141578	0.0161809	299152	1.98811	2.35405	-0.344492	-0.362155	0.00125583	0.00125073	3.201709705
X3311	M26	1	0	8849355	36203990	3560000	5040000	-0.0427774	0.0650025	305852	3.37122	2.22845	-0.461515	-0.461515	0.00188022	0.00186397	2.685974344
X3506	M26	1	0	11166282	23423864	5080000	5280000	0.166637	0.0969613	320500	0.836217	2.40744	-0.450902	-0.502842	9.535e-4	9.18627e-4	3.791450578
X3531	M26	2	2	10364683	58256706	4560000	5000000	0.095669	0.0646885	279686	0.653373	2.46958	-0.476701	-0.491801	0.00145228	0.00144008	3.68298622
X3737	M26	2	2	10175634	53234969	4400000	5280000	0.0992669	0.0331721	331552	1.17591	2.20811	-0.410517	-0.418707	0.00138656	0.00138677	3.492876858
C0001	M27	7	2	8635483	33384593	4160000	4240000	-0.00862936	0.246646	321192	4.72284	2.43255	-0.375076	-0.375076	0.00105392	0.00105747	2.488146125
C0055	M27	2	0	8774562	14157223	3040000	5240000	-0.276201	0.175638	280444	3.85238	2.35291	-0.299431	-0.299431	0.00148153	0.00148815	3.7261407
C0080	M27	6	4	8834783	100512774	7000000	1400000	0.458555	0.1445	331077	0.682866	2.40339	-0.698021	-0.698021	5.3887e-4	5.43087e-4	2.843783792
C0100	M27	5	4	8252502	10298613	3800000	4280000	0.0848177	0.0425283	320021	30.8654	2.25251	-0.323516	-0.323516	2.80736e-4	2.81892e-4	3.550308885
Eaethiops	M27	6	2	8822570	15738377	2040000	6160000	-0.345931	0.0835837	308440	25.5888	2.68194	-0.208463	-0.208463	8.46152e-4	8.46724e-4	2.33113659
Ealbergana	M27	4	1	8163806	25275277	3880000	3840000	-0.156989	0.0514949	2679000	2.08254	3.34372	-0.506445	-0.506445	0.00152913	0.00153163	3.852172287
Ebubastis	M27	0	0	10299930	10560760	5000000	4680000	0.17638	0.0720138	286188	30.1266	2.03251	-0.26864	-0.26916	2.36366e-4	2.37045e-4	4.027939601
Echristi	M27	8	5	9450485	31060698	2000000	7120000	-0.350788	0.146183	346333	9.08322	2.38875	-0.434291	-0.434291	3.99104e-4	3.84147e-4	3.197163462
Edisa	M27	0	0	11212243	11279697	4400000	5480000	0.047119	0.0886046	332767	28.2183	2.01767	-0.343837	-0.379996	6.86529e-4	6.83603e-4	3.898548053
Eembla	M27	0	0	11472594	11490609	6040000	4160000	0.241336	0.0932129	350031	24.3664	1.98563	-0.349269	-0.380838	0.00148796	0.00148246	3.312829568
Eepiphron	M27	10	5	9334322	30646299	2720000	5880000	-0.285616	0.173509	320808	9.42918	2.04072	-0.436331	-0.436331	0.00123973	0.0012602	3.2289597310000002
Eeriphyle	M27	0	0	10347683	10363567	5360000	4560000	0.235186	0.0572391	322967	15.9732	1.96848	-0.242015	-0.2522	7.25533e-4	7.26628e-4	5.775865221
Eflavofasciata	M27	7	5	9231678	30501528	NA	NA	NA	NA	632538	NA	NA	-0.332317	-0.332317	7.1342e-4	6.52685e-4	2.481736604
Egorge	M27	7	2	8613779	33200103	4400000	3960000	0.0605474	0.305616	342636	7.32037	2.17678	-0.356849	-0.356849	6.45321e-4	6.46565e-4	3.040153434
Eligea	M27	0	0	10150229	10157759	4880000	4560000	0.182993	0.0488096	301094	1.62724	2.48212	-0.204014	-0.206972	0.00221909	0.00222918	4.782566096
Emanto	M27	0	0	10471377	10809700	4000000	6000000	-0.157634	0.0485272	330033	36.0982	2.38728	-0.321106	-0.327407	3.36271e-4	3.30805e-4	2.74397081
Emedusa	M27	6	3	9537681	44867491	3200000	5320000	-0.136662	0.220392	324926	7.67469	2.20806	-0.319854	-0.319854	2.78506e-4	2.76411e-4	2.728422404
Emelampus	M27	4	0	8898144	28151261	3320000	5240000	-0.14374	0.0535177	362318	7.84458	2.20241	-0.512005	-0.512005	4.95937e-4	4.96096e-4	3.451776868
Emelancholica	M27	11	8	9493244	17020046	6520000	2520000	0.228871	0.136364	350167	20.5921	2.16448	-0.356665	-0.356665	7.23651e-4	7.27075e-4	2.718858025
Emeolans	M27	5	1	9028148	27369994	3000000	5680000	-0.233119	0.214554	315320	9.4641	2.08064	-0.441295	-0.441295	3.55086e-4	3.56473e-4	3.157898199
Emnestra	M27	7	2	8026080	32889962	2720000	4880000	-0.235492	0.212812	310545	7.00051	2.19305	-0.323368	-0.323368	4.0096e-4	4.02014e-4	3.015599207
Emontana	M27	11	8	9822490	18249341	5200000	4120000	0.171549	0.161059	318964	18.632	2.17361	-0.377562	-0.377562	2.15654e-4	2.1587e-4	2.292378721
Epalarica	M27	5	1	9013823	28095353	1920000	6800000	-0.369042	0.101289	305615	5.35896	2.52067	-0.545882	-0.545882	9.81162e-4	9.77368e-4	3.017604265
Epharte	M27	10	5	10597603	31771153	3800000	3440000	-0.0784237	-0.0241548	525658	1.32316	2.77	-0.594183	-0.600196	0.00250456	0.00252249	2.555539408
Epronoe	M27	11	8	8908925	28786611	3960000	3360000	-0.0868228	-0.115325	424500	1.48917	2.93062	-0.567698	-0.567698	0.00270538	0.00272483	2.79065714
Erondoui	M27	6	5	9183750	21313773	5680000	3120000	0.137115	0.239379	372542	15.1078	2.11907	-0.420934	-0.420934	6.29905e-4	6.29029e-4	2.921116346
Estirius	M27	11	8	9744295	18257020	6640000	2480000	0.238536	0.136746	341000	8.79544	2.19474	-0.421663	-0.421663	5.18864e-4	5.19273e-4	1.862197745
Esudetica	M27	4	0	8865320	28323266	3760000	4680000	-0.201676	0.0644444	297037	11.1879	2.36545	-0.511147	-0.511147	3.97354e-4	3.98958e-4	3.07953666
Etriaria	M27	6	3	8711144	31128320	2640000	5800000	-0.372238	0.124776	326538	9.44838	2.24714	-0.623927	-0.623927	7.73824e-4	7.77925e-4	2.640629196
Mcinxia	M27	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M27	0	0	8548914	8553788	NA	NA	NA	NA	346364	42.5972	1.98865	-0.22556	-0.22556	3.97889e-4	3.97667e-4	4.186691468
X2575	M27	0	0	10075510	10086221	5280000	4240000	0.237624	0.0475728	296194	5.8383	2.30112	-0.258303	-0.258303	0.00153708	0.00153938	5.287115303
X2576	M27	0	0	10877865	11431871	5600000	4200000	0.266749	0.0728863	280543	6.08768	2.29964	-0.400197	-0.398999	0.00169209	0.00168145	3.928141174
X3252	M27	0	0	11933758	12143548	4360000	6720000	-0.122988	0.0780665	432826	10.471	2.46633	-0.218942	-0.253245	0.00122927	0.00122638	3.688245049
X3258	M27	6	4	8444899	45556366	4760000	3320000	0.20841	0.234164	358304	2.62015	2.27229	-0.506099	-0.506099	0.0011998	0.00121036	3.379409229
X3311	M27	9	7	8551437	36434408	4000000	4200000	0.0409529	0.170977	326239	4.23041	2.20077	-0.48894	-0.48894	0.00186197	0.00181391	2.902648058
X3506	M27	9	7	9653332	18221605	4680000	4520000	0.12202	0.140507	312786	1.38684	2.31877	-0.473977	-0.473977	8.60395e-4	8.73693e-4	3.649861014
X3531	M27	6	5	9727677	72478779	3600000	5480000	-0.350665	0.152044	363385	0.595564	2.36406	-0.599267	-0.599267	0.00136925	0.0013718	3.571909068
X3737	M27	6	4	8367932	46561267	4680000	3440000	0.21763	0.268758	313538	1.50259	2.14552	-0.629932	-0.629932	0.00140573	0.00140563	3.869227327
C0001	M28	6	2	10105955	27845247	4480000	5360000	-0.134264	0.239123	261757	5.52611	2.34361	-0.444816	-0.447203	0.00101925	0.00101401	1.819086453
C0055	M28	1	1	10264183	14333503	3680000	6160000	-0.2379	0.0937938	280229	3.75633	2.31618	-0.334836	-0.34408	0.00145253	0.00142898	2.711364655
C0080	M28	4	5	11422094	51384221	4240000	6600000	-0.167584	0.106882	291737	1.091	2.2999	-0.504413	-0.556742	5.14767e-4	5.15548e-4	2.581623949
C0100	M28	3	5	10258675	10262476	5720000	4240000	0.16282	0.136442	311867	25.1186	2.28908	-0.166654	-0.166654	2.70548e-4	2.71397e-4	3.108628107
Eaethiops	M28	3	1	10278960	25576549	3320000	6320000	-0.225831	0.198083	317839	14.6215	2.5577	-0.296793	-0.304294	8.65634e-4	8.67614e-4	2.172886997
Ealbergana	M28	3	1	10306364	27470423	3360000	6240000	-0.0262912	0.0332962	692000	1.63686	3.27671	-0.443241	-0.452771	0.00152913	0.00153367	1.978951249
Ebubastis	M28	0	0	11718116	12059739	7920000	3360000	0.32195	0.0460514	286359	24.6009	2.08461	-0.0737955	-0.130229	2.34324e-4	2.35778e-4	2.694422519
Echristi	M28	5	1	11892758	36006851	2600000	9000000	-0.446271	0.172468	299079	7.5522	2.38223	-0.26019	-0.316321	3.54971e-4	3.53816e-4	0.728686655
Edisa	M28	0	0	13213754	13713577	9160000	2800000	0.344235	0.0783145	295395	22.2203	1.97307	-0.110066	-0.266321	6.77171e-4	6.81521e-4	2.763282876
Eembla	M28	0	0	12099848	12519461	8520000	2840000	0.318642	0.0717596	321972	23.8009	2.00697	-0.17804	-0.24667	0.0014459	0.00144272	2.092419269
Eepiphron	M28	8	1	12324804	52270995	8280000	2960000	0.279399	0.218412	275048	5.08667	2.02035	-0.536471	-0.57499	0.00125491	0.00125843	1.990141979
Eeriphyle	M28	1	0	11330880	11718943	7800000	3200000	0.316712	0.0289457	248989	14.7649	1.98885	-0.125015	-0.175894	7.13931e-4	7.21185e-4	3.603726059
Eflavofasciata	M28	4	1	12137023	30337528	3840000	7800000	-0.253434	0.0675481	283305	3.93461	2.37066	-0.364796	-0.424669	6.3699e-4	6.30062e-4	2.249873341
Egorge	M28	6	2	10858143	31933552	2800000	7280000	-0.432535	0.125564	293500	7.4146	2.15083	-0.333148	-0.377135	6.85258e-4	6.73956e-4	1.98046169
Eligea	M28	1	0	11584517	11914573	7680000	3160000	0.36231	0.0370473	261131	1.28096	2.48241	-0.146758	-0.209342	0.00217869	0.0021649	2.556375611
Emanto	M28	0	0	11885186	11901460	8680000	2800000	0.26751	0.0444548	283750	31.0616	2.35848	-0.190816	-0.251313	3.37557e-4	3.36896e-4	2.243595039
Emedusa	M28	5	1	10480511	28822133	3360000	6800000	-0.19803	0.221887	272054	12.0148	2.23264	-0.307693	-0.322878	2.66219e-4	2.67677e-4	1.770241712
Emelampus	M28	2	1	10312201	26553488	2720000	7200000	-0.324178	0.176052	297697	9.13716	2.20489	-0.330128	-0.339245	4.41849e-4	4.44011e-4	2.033033414
Emelancholica	M28	8	3	10327607	25262993	7280000	2800000	0.317312	0.1797	296121	13.4416	2.10346	-0.315334	-0.321672	7.13921e-4	7.10821e-4	1.930536971
Emeolans	M28	5	1	10765547	31184399	3520000	6960000	-0.288252	0.0814374	300206	7.6272	2.08057	-0.316382	-0.339295	3.68289e-4	3.6486e-4	1.900242948
Emnestra	M28	4	2	10785092	41174756	4040000	6400000	-0.197704	0.0622314	269895	4.60452	2.13383	-0.496437	-0.512395	4.17717e-4	4.13833e-4	1.910561603
Emontana	M28	8	3	11038348	27287710	7360000	3320000	0.356333	0.183157	288000	12.1082	2.13385	-0.237247	-0.270283	2.12543e-4	2.12012e-4	2.023386831
Epalarica	M28	5	1	10722644	32765164	1640000	8920000	-0.384713	0.137521	289343	4.54227	2.48937	-0.594098	-0.611597	9.51098e-4	9.55351e-4	1.662451085
Epharte	M28	8	1	12688505	31029253	6880000	2520000	0.364926	0.038172	507682	1.51464	2.66187	-1.05352	-0.955995	0.00254407	0.00251663	2.120208525
Epronoe	M28	8	3	10393850	33550484	4120000	4600000	-0.14428	0.0237083	505857	1.58006	2.77371	-0.432872	-0.44936	0.00270818	0.00271775	2.049566041
Erondoui	M28	6	7	11358675	19307217	7560000	3360000	0.317481	0.0644812	311386	16.0561	2.018	-0.228876	-0.287399	6.47817e-4	6.47687e-4	1.901591305
Estirius	M28	8	3	10900428	26671853	6560000	3880000	0.316393	0.148181	279541	5.72294	2.13039	-0.310521	-0.342333	5.28313e-4	5.26845e-4	2.034667292
Esudetica	M28	2	1	10723601	26628098	4640000	5520000	-0.113738	0.156305	277405	12.1407	2.38113	-0.322811	-0.341342	3.69884e-4	3.70307e-4	2.162114184
Etriaria	M28	5	1	10356541	27745043	3640000	6400000	-0.148986	0.264696	281611	11.1138	2.23227	-0.346181	-0.356568	7.94467e-4	8.03907e-4	1.956460021
Mcinxia	M28	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M28	0	0	9673203	10015917	NA	NA	NA	NA	305900	35.9118	2.05221	0.0219109	0.0219109	3.56385e-4	3.56308e-4	2.168331634
X2575	M28	1	0	11485569	29977464	7400000	3560000	0.320594	0.11639	278585	1.76609	2.3291	-0.261396	-0.308723	0.00155399	0.00155352	2.598623967
X2576	M28	1	0	11760455	30594791	7560000	3520000	0.376962	0.130866	262386	1.74133	2.34805	-0.265814	-0.312002	0.00169098	0.0016897	2.575279906
X3252	M28	0	0	12669981	12717221	2720000	9000000	-0.273909	0.0660575	365394	11.1621	2.4667	-0.224829	-0.272171	0.00125126	0.00124751	2.068250454
X3258	M28	4	5	11180391	51726949	6400000	4240000	0.128103	0.110226	271128	1.99282	2.2238	-0.414826	-0.45601	0.00127482	0.00127915	1.87248245
X3311	M28	5	1	10289468	42165168	4000000	6080000	-0.0032105	0.136736	291303	2.8446	2.11612	-0.41909	-0.426506	0.00174941	0.00174393	1.833046111
X3506	M28	5	1	11217109	27042848	7040000	3600000	0.36466	0.136376	313912	0.82717	2.29838	-0.35737	-0.396821	8.88895e-4	8.75034e-4	2.767240994
X3531	M28	6	7	10409555	55578212	2520000	7600000	-0.472776	0.220389	273000	1.06105	2.27578	-0.290334	-0.307466	0.00133939	0.00136611	2.344671567
X3737	M28	4	5	11353883	50890982	6160000	4760000	0.136505	0.117131	295000	1.0766	2.11616	-0.502116	-0.550589	0.00151808	0.00154453	2.738260324
C0001	M29	3	0	6104240	32829219	5000000	920000	0.401255	-0.010005	239652	4.86764	2.56129	-0.512248	-0.512248	0.00102462	0.0010146	2.452870712
C0055	M29	0	1	6899613	10992307	3600000	2680000	0.0806504	0.0206855	253020	5.86266	2.45748	-0.452178	-0.452178	0.00128867	0.00128402	3.442114424
C0080	M29	2	12	6131533	59976555	920000	5000000	-0.638969	-0.013055	244174	1.48898	2.44361	-0.486846	-0.486846	4.932e-4	4.92208e-4	2.642355533
C0100	M29	1	12	6169193	8885300	4360000	1680000	0.322372	-0.0211677	278474	29.719	2.41689	-0.236521	-0.236521	2.65196e-4	2.65551e-4	3.191987026
Eaethiops	M29	1	0	5738475	17872315	2360000	3040000	-0.0931906	0.138022	239143	21.3479	2.76556	-0.432844	-0.432844	8.43314e-4	8.42939e-4	2.529555601
Ealbergana	M29	2	0	5978831	25213507	2800000	2600000	-0.19386	0.0113367	587556	1.48978	3.43206	-0.743575	-0.743575	0.00160302	0.00160669	3.280130375
Ebubastis	M29	0	0	6496978	20259637	1200000	5000000	-0.445998	0.025117	291333	13.6574	2.39572	-0.411469	-0.411469	2.52075e-4	2.52725e-4	2.278324033
Echristi	M29	1	0	6974869	22353776	5480000	1280000	0.423904	0.0472023	295909	12.7756	2.66047	-0.4178	-0.4178	3.65919e-4	3.66127e-4	2.209501122
Edisa	M29	0	0	7421643	24203499	600000	6120000	-0.543234	0.136672	284040	11.2345	2.22596	-0.515063	-0.515063	6.69673e-4	6.7583e-4	2.362034833
Eembla	M29	0	0	7202116	22576108	1120000	5520000	-0.408268	0.010845	253148	11.3857	2.28889	-0.406201	-0.406201	0.00152198	0.001533	2.286252381
Eepiphron	M29	4	0	6596869	52270995	5400000	720000	0.457009	0.113809	239192	5.63541	2.19475	-0.652699	-0.652699	0.0011642	0.00114981	1.821782251
Eeriphyle	M29	0	0	6345597	19542745	3720000	2360000	0.22209	-0.0163618	288167	7.78786	2.32968	-0.329872	-0.329872	7.23793e-4	7.28745e-4	3.2652709620000002
Eflavofasciata	M29	1	0	6809830	21666707	1760000	4840000	-0.282508	-0.00158465	268083	6.42681	2.54606	-0.571572	-0.571572	6.95786e-4	6.81451e-4	2.834194403
Egorge	M29	3	0	6227096	19185496	5080000	840000	0.453259	0.0614587	278762	12.6738	2.38034	-0.443754	-0.443754	6.98712e-4	7.01553e-4	3.181779881
Eligea	M29	0	0	6339437	20014386	4840000	1160000	0.431216	0.0234541	270857	0.709642	2.75069	-0.310139	-0.310139	0.00230588	0.0022919	2.830007378
Emanto	M29	0	0	6650125	20207894	1800000	4560000	-0.315751	0.0140645	261087	18.0691	2.59929	-0.49716	-0.49716	3.326e-4	3.30089e-4	2.417725188
Emedusa	M29	4	0	6389325	38445556	2280000	3760000	-0.166815	-0.026202	271925	8.54701	2.36335	-0.624127	-0.624127	2.69255e-4	2.71239e-4	2.487897875
Emelampus	M29	1	0	6516035	35533038	5640000	640000	0.479195	-0.0372993	270565	6.38767	2.43476	-0.396011	-0.396011	4.51966e-4	4.51807e-4	2.585269523
Emelancholica	M29	2	0	6142454	19392958	1480000	4480000	-0.351437	0.0487917	283263	18.3542	2.40369	-0.368409	-0.368409	7.15109e-4	7.14725e-4	2.152974953
Emeolans	M29	4	0	6476394	37126058	5880000	440000	0.534714	-0.149805	234885	6.11358	2.27832	-0.562826	-0.562826	3.73966e-4	3.71e-4	2.525716474
Emnestra	M29	2	0	5196859	49598398	2560000	2480000	-0.0410882	0.118329	279647	4.518	2.3816	-0.474985	-0.474985	3.85304e-4	3.86844e-4	2.165253115
Emontana	M29	2	0	6638214	21382799	5680000	640000	0.489656	0.0744818	255750	15.7044	2.40009	-0.381393	-0.381393	2.1386e-4	2.12148e-4	2.497576994
Epalarica	M29	4	0	6443863	38453788	4320000	1920000	0.276462	-0.0542852	281136	3.90245	2.57167	-0.703722	-0.703722	0.00102482	0.00102846	2.219329653
Epharte	M29	4	0	7872487	46867384	1880000	3400000	-0.28922	-0.0709707	576923	1.02218	2.83756	-0.464824	-0.464824	0.00247272	0.00245937	2.482902117
Epronoe	M29	2	0	5877167	19242511	840000	3960000	-0.430768	-0.0578974	570500	2.65679	3.0132	-0.545204	-0.545204	0.00268596	0.00271229	2.842900855
Erondoui	M29	2	12	6860121	21816679	5440000	1120000	0.398512	0.0706063	260891	13.9851	2.22879	-0.294912	-0.294912	6.63232e-4	6.68294e-4	2.498934345
Estirius	M29	2	0	6509063	20720600	1120000	5040000	-0.444508	0.0484105	245240	7.91998	2.41645	-0.579877	-0.579877	5.39556e-4	5.47417e-4	2.402924802
Esudetica	M29	1	0	7399720	35197135	2040000	5000000	-0.303838	0.0394408	277727	9.18581	2.52206	-0.578824	-0.578824	3.64968e-4	3.65719e-4	2.702820876
Etriaria	M29	4	0	6473873	38050333	2800000	3440000	-0.109553	-0.0866229	256500	7.21191	2.34185	-0.662505	-0.662505	8.17527e-4	8.11154e-4	2.719525946
Mcinxia	M29	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M29	0	0	4742277	14823703	NA	NA	NA	NA	277000	24.5332	2.2791	-0.349386	-0.349386	3.99538e-4	3.99769e-4	2.390955328
X2575	M29	0	0	6856501	21449587	5320000	1160000	0.447378	-0.0402645	236222	2.62166	2.57384	-0.297961	-0.297961	0.00149482	0.00150116	2.951012263
X2576	M29	0	0	7230173	22091815	1240000	5320000	-0.386977	-0.0794573	254000	2.72262	2.61694	-0.368004	-0.368004	0.00175892	0.00176497	2.427119664
X3252	M29	0	0	7078955	21869088	1440000	5240000	-0.335239	0.059746	288913	5.94265	2.58455	-0.392777	-0.392777	0.00126245	0.00127302	2.380473928
X3258	M29	4	12	6446845	55816921	5600000	400000	0.613583	0.0102388	256917	2.51269	2.41385	-0.279152	-0.279152	0.0011872	0.00118452	2.881718202
X3311	M29	2	0	5787743	27359167	4680000	960000	0.419642	0.132208	337000	6.45314	2.28238	-0.322548	-0.322548	0.00171422	0.00170664	2.903195014
X3506	M29	2	0	6746925	21222259	5160000	1120000	0.467197	-0.0271787	266083	1.07191	2.48937	-0.464117	-0.464117	9.0087e-4	9.07706e-4	3.703603944
X3531	M29	2	12	7016893	60656581	5880000	760000	0.733434	-0.0640953	231655	1.02185	2.49537	-0.408245	-0.408245	0.00131703	0.00130672	2.771368673
X3737	M29	4	12	6246311	53552572	4800000	1240000	0.601889	-0.0849892	214808	1.39171	2.27833	-0.312663	-0.312663	0.00139728	0.00137931	2.815560225
C0001	M3	1	0	19030523	19103888	9920000	8680000	0.16354	0.019332	268638	8.7715	2.39669	-0.4369	-0.68676	9.76726e-4	9.79918e-4	3.845231099
C0055	M3	0	1	21210551	10701130	8840000	11080000	-0.1016	0.0557912	272041	6.08508	2.30278	-0.585288	-0.499134	0.00132938	0.00131944	NA
C0080	M3	2	3	20948991	59976555	5360000	14560000	-0.396122	0.173126	288451	1.51467	2.28425	-0.983864	-0.997674	5.07954e-4	5.16563e-4	3.440444814
C0100	M3	0	3	21455616	7172940	11640000	9120000	0.221162	0.0361633	309369	38.2369	2.24084	-0.0388541	-0.0388541	2.66818e-4	2.66437e-4	4.910258077
Eaethiops	M3	0	0	19385249	19423390	7760000	10240000	-0.220244	0.069948	313814	19.6138	2.53801	-0.305278	-0.54225	8.6508e-4	8.64223e-4	3.170638554
Ealbergana	M3	1	0	18986985	34686210	10280000	7280000	-0.0674224	0.0562598	845056	1.19183	3.26183	-1.07681	-1.1471	0.00153376	0.0015268	4.090294691
